"biomas.codigo_cnuc,""nome_cnuc"",""grupo_protecao"",""icmbio"",""bipoma_referencial"",""categoria_uc"",""ano_criacao"",""area_uc"",""ano_evento"",""area_queimada"""
"0000.00.0091        ,""FLONA de Goytacazes"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""FLONA"",""2002"",""1426"",""2015"",""0"""
"0000.00.0092        ,""FLONA de Humait "",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1998"",""473159"",""2015"",""0"""
"0000.00.0093        ,""FLONA de Ibirama"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""1988"",""519"",""2015"",""0"""
"0000.00.0094        ,""FLONA de Ipanema"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""FLONA"",""1992"",""5385"",""2015"",""0"""
"0000.00.0125        ,""FLONA de Irati"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""1968"",""3803"",""2015"",""0"""
"0000.00.0095        ,""FLONA de Itaituba I"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""1998"",""212892"",""2015"",""0"""
"0000.00.0096        ,""FLONA de Itaituba II"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""1998"",""397756"",""2015"",""0"""
"0000.00.0097        ,""FLONA de Jacund "",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2004"",""221220"",""2015"",""0"""
"0000.00.0098        ,""FLONA de Lorena"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""FLONA"",""2001"",""281"",""2015"",""0"""
"0000.00.0099        ,""FLONA de Mulata"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""2001"",""216604"",""2015"",""584"""
"0000.00.1605        ,""FLONA de Negreiros"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Caatinga"",""FLONA"",""2007"",""3005"",""2015"",""0"""
"0000.00.0100        ,""FLONA de N¡sia Floresta"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""FLONA"",""2001"",""169"",""2015"",""0"""
"0000.00.0101        ,""FLONA de Pacotuba"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""FLONA"",""2002"",""449"",""2015"",""0"""
"0000.00.0102        ,""FLONA de Palmares"",""uso sustent vel"",""CR5 Parna¡ba/PI"",""Caatinga"",""FLONA"",""2005"",""168"",""2015"",""0"""
"0000.00.0103        ,""FLONA de Paraopeba"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Cerrado"",""FLONA"",""2001"",""203"",""2015"",""0"""
"0000.00.0129        ,""FLONA de Passa Quatro"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""FLONA"",""1968"",""335"",""2015"",""0"""
"0000.00.0130        ,""FLONA de Passo Fundo"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""1968"",""1334"",""2015"",""0"""
"0000.00.0104        ,""FLONA de Pau-Rosa"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""FLONA"",""2001"",""988187"",""2015"",""0"""
"0000.00.0131        ,""FLONA de Pira¡ do Sul"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""2004"",""170"",""2015"",""0"""
"0000.00.0105        ,""FLONA de Rit polis"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""FLONA"",""1999"",""89"",""2015"",""0"""
"0000.00.0106        ,""FLONA de Roraima"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""FLONA"",""1989"",""167332"",""2015"",""697"""
"0000.00.0107        ,""FLONA de Santa Rosa do Purus"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2001"",""231557"",""2015"",""0"""
"0000.00.0108        ,""FLONA de SÆo Francisco"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2001"",""21148"",""2015"",""0"""
"0000.00.0133        ,""FLONA de SÆo Francisco de Paula"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""1968"",""1616"",""2015"",""0"""
"0000.00.0110        ,""FLONA de Silvƒnia"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Cerrado"",""FLONA"",""2001"",""487"",""2015"",""0"""
"0000.00.0111        ,""FLONA de Sobral"",""uso sustent vel"",""CR5 Parna¡ba/PI"",""Caatinga"",""FLONA"",""2001"",""661"",""2015"",""0"""
"0000.00.0112        ,""FLONA de Tef‚"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""FLONA"",""1989"",""865127"",""2015"",""0"""
"0000.00.0134        ,""FLONA de Trˆs Barras"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""FLONA"",""1968"",""4385"",""2015"",""0"""
"0000.00.3408        ,""FLONA de Urupadi"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2016"",""537228"",""2015"",""0"""
"0000.00.0271        ,""FLONA do Amana"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""2006"",""680843"",""2015"",""0"""
"0000.00.0113        ,""FLONA do Amap "",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""FLONA"",""1989"",""460359"",""2015"",""0"""
"0000.00.0114        ,""FLONA do Amazonas"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""FLONA"",""1989"",""1944230"",""2015"",""0"""
"0000.00.0115        ,""FLONA do Araripe-Apodi"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Caatinga"",""FLONA"",""1946"",""38920"",""2015"",""0"""
"0000.00.3409        ,""FLONA do AripuanÆ"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2016"",""751295"",""2015"",""0"""
"0000.00.0116        ,""FLONA do Bom Futuro"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1988"",""97385"",""2015"",""3957"""
"0000.00.0270        ,""FLONA do Crepori"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""2006"",""740396"",""2015"",""0"""
"0000.00.0269        ,""FLONA do Ibura"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""FLONA"",""2005"",""144"",""2015"",""0"""
"0000.00.1612        ,""FLONA do Iquiri"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2008"",""1472610"",""2015"",""410"""
"0000.00.0117        ,""FLONA do Itacaiunas"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""FLONA"",""1998"",""136701"",""2015"",""0"""
"0000.00.0266        ,""FLONA do Jamanxim"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""2006"",""1301697"",""2015"",""30275"""
"0000.00.0118        ,""FLONA do Jamari"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1984"",""222116"",""2015"",""0"""
"0000.00.0119        ,""FLONA do Jatuarana"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""2002"",""569428"",""2015"",""0"""
"0000.00.0120        ,""FLONA do MacauÆ"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1988"",""176347"",""2015"",""0"""
"0000.00.0121        ,""FLONA do Purus"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1988"",""256123"",""2015"",""0"""
"0000.00.0122        ,""FLONA do Rio Preto"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""FLONA"",""1990"",""2817"",""2015"",""0"""
"0000.00.0123        ,""FLONA do Tapaj¢s"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""1974"",""530621"",""2015"",""0"""
"0000.00.0124        ,""FLONA do Tapirap‚Aquiri"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""FLONA"",""1989"",""196506"",""2015"",""0"""
"0000.00.0265        ,""FLONA do TrairÆo"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""2006"",""257529"",""2015"",""0"""
"0000.00.0126        ,""FLONA Mapi -Inauini"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""FLONA"",""1989"",""368950"",""2015"",""0"""
"0000.00.0127        ,""FLONA M rio Xavier"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""FLONA"",""1986"",""496"",""2015"",""0"""
"0000.00.0109        ,""FLONA Sarar -Taquara"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""FLONA"",""1989"",""441288"",""2015"",""0"""
"0000.00.0034        ,""MONA das Ilhas Cagarras"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Marinho-Costeiro"",""MONA"",""2010"",""106"",""2015"",""0"""
"0000.00.1812        ,""MONA do Rio SÆo Francisco"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""MONA"",""2009"",""26737"",""2015"",""0"""
"0000.00.0181        ,""MONA dos Pontäes Capixabas"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""MONA"",""2008"",""17444"",""2015"",""0"""
"0000.00.0135        ,""PARNA Cavernas do Perua‡u"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1999"",""56449"",""2015"",""0"""
"0000.00.0136        ,""PARNA da Amaz“nia"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""1974"",""1066208"",""2015"",""0"""
"0000.00.0272        ,""PARNA da Chapada das Mesas"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Cerrado"",""PARNA"",""2005"",""159954"",""2015"",""19499"""
"0000.00.0137        ,""PARNA da Chapada Diamantina"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Caatinga"",""PARNA"",""1985"",""152144"",""2015"",""32998"""
"0000.00.0138        ,""PARNA da Chapada dos GuimarÆes"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Cerrado"",""PARNA"",""1989"",""32647"",""2015"",""6643"""
"0000.00.0139        ,""PARNA da Chapada dos Veadeiros"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1961"",""64796"",""2015"",""14581"""
"0000.00.2633        ,""PARNA da Furna Feia"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""PARNA"",""2012"",""8518"",""2015"",""0"""
"0000.00.0140        ,""PARNA da Lagoa do Peixe"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Pampas"",""PARNA"",""1986"",""36722"",""2015"",""0"""
"0000.00.0141        ,""PARNA da Restinga de Jurubatiba"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1998"",""14867"",""2015"",""0"""
"0000.00.0142        ,""PARNA da Serra da Bocaina"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1971"",""104046"",""2015"",""0"""
"0000.00.0143        ,""PARNA da Serra da Bodoquena"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Cerrado"",""PARNA"",""2000"",""77022"",""2015"",""0"""
"0000.00.0144        ,""PARNA da Serra da Canastra"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1972"",""197812"",""2015"",""36937"""
"0000.00.0145        ,""PARNA da Serra da Capivara"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1979"",""100764"",""2015"",""0"""
"0000.00.0188        ,""PARNA da Serra da Cutia"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2001"",""283503"",""2015"",""0"""
"0000.00.0146        ,""PARNA da Serra das Confusäes"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1998"",""823855"",""2015"",""73487"""
"0000.00.1909        ,""PARNA da Serra das Lontras"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""2010"",""11344"",""2015"",""0"""
"0000.00.0148        ,""PARNA da Serra do Cip¢"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1984"",""31640"",""2015"",""7548"""
"0000.00.0149        ,""PARNA da Serra do Divisor"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""1989"",""837560"",""2015"",""0"""
"0000.00.3136        ,""PARNA da Serra do Gandarela"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""PARNA"",""2014"",""31284"",""2015"",""471"""
"0000.00.0150        ,""PARNA da Serra do Itaja¡"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2004"",""57375"",""2015"",""0"""
"0000.00.0151        ,""PARNA da Serra do Pardo"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""2005"",""445413"",""2015"",""0"""
"0000.00.0152        ,""PARNA da Serra dos àrgÆos"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1939"",""20021"",""2015"",""0"""
"0000.00.0153        ,""PARNA da Serra Geral"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1992"",""17302"",""2015"",""0"""
"0000.00.0154        ,""PARNA da Tijuca"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1961"",""3959"",""2015"",""0"""
"0000.00.0262        ,""PARNA das Arauc rias"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2005"",""12810"",""2015"",""0"""
"0000.00.0155        ,""PARNA das Emas"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Cerrado"",""PARNA"",""1961"",""132643"",""2015"",""37395"""
"0000.00.0156        ,""PARNA das Nascentes do Rio Parna¡ba"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Cerrado"",""PARNA"",""2002"",""724334"",""2015"",""226328"""
"0000.00.0157        ,""PARNA das Sempre-Vivas"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""2002"",""124156"",""2015"",""3991"""
"0000.00.0049        ,""PARNA de Anavilhanas"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1981"",""340835"",""2015"",""0"""
"0000.00.0158        ,""PARNA de Aparados da Serra"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1959"",""13148"",""2015"",""0"""
"0000.00.1908        ,""PARNA de Boa Nova"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""2010"",""12065"",""2015"",""0"""
"0000.00.0159        ,""PARNA de Bras¡lia"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1961"",""42356"",""2015"",""241"""
"0000.00.0160        ,""PARNA de Capara¢"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""PARNA"",""1961"",""31763"",""2015"",""0"""
"0000.00.0161        ,""PARNA de Ilha Grande"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1997"",""76079"",""2015"",""9663"""
"0000.00.0184        ,""PARNA de Itatiaia"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1937"",""28086"",""2015"",""0"""
"0000.00.0162        ,""PARNA de Jericoacoara"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""2002"",""8863"",""2015"",""0"""
"0000.00.0163        ,""PARNA de Paca s Novos"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""1979"",""708670"",""2015"",""9301"""
"0000.00.0164        ,""PARNA de Saint-Hilaire/Lange"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2001"",""25119"",""2015"",""0"""
"0000.00.0165        ,""PARNA de SÆo Joaquim"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1961"",""45524"",""2015"",""0"""
"0000.00.0166        ,""PARNA de Sete Cidades"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1961"",""6304"",""2015"",""0"""
"0000.00.0167        ,""PARNA de Ubajara"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1959"",""6271"",""2015"",""0"""
"0000.00.0171        ,""PARNA Descobrimento"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1999"",""22694"",""2015"",""192"""
"0000.00.3410        ,""PARNA do Acari"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2016"",""896407"",""2015"",""0"""
"0000.00.1910        ,""PARNA do Alto Cariri"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""2010"",""19238"",""2015"",""0"""
"0000.00.0168        ,""PARNA do Araguaia"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Cerrado"",""PARNA"",""1959"",""555524"",""2015"",""239067"""
"0000.00.3652        ,""PARNA do BoqueirÆo da On‡a"",""Prote‡Æo Integral"",""CR7 Porto Seguro/BA"",""Caatinga"",""PARNA"",""2018"",""346908"",""2015"",""0"""
"0000.00.0169        ,""PARNA do Cabo Orange"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""1980"",""657328"",""2015"",""2255"""
"0000.00.0170        ,""PARNA do Catimbau"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""PARNA"",""2002"",""62295"",""2015"",""0"""
"0000.00.0172        ,""PARNA do Igua‡u"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1939"",""169697"",""2015"",""0"""
"0000.00.0267        ,""PARNA do Jamanxim"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""2006"",""859807"",""2015"",""1378"""
"0000.00.0173        ,""PARNA do Ja£"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1980"",""2367357"",""2015"",""0"""
"0000.00.0281        ,""PARNA do Juruena"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2006"",""1958014"",""2015"",""0"""
"0000.00.0182        ,""PARNA do Monte Pascoal"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1961"",""22332"",""2015"",""1128"""
"0000.00.0174        ,""PARNA do Monte Roraima"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1989"",""116749"",""2015"",""0"""
"0000.00.0175        ,""PARNA do Pantanal Mato-Grossense"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Pantanal"",""PARNA"",""1981"",""135923"",""2015"",""0"""
"0000.00.0176        ,""PARNA do Pau Brasil"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1999"",""18935"",""2015"",""0"""
"0000.00.0177        ,""PARNA do Pico da Neblina"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1979"",""2252639"",""2015"",""0"""
"0000.00.0264        ,""PARNA do Rio Novo"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""2006"",""538157"",""2015"",""490"""
"0000.00.0178        ,""PARNA do Superagui"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1989"",""33861"",""2015"",""0"""
"0000.00.0179        ,""PARNA do Viru "",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1998"",""214951"",""2015"",""0"""
"0000.00.0284        ,""PARNA dos Campos Amaz“nicos"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2006"",""961327"",""2015"",""4955"""
"0000.00.3519        ,""PARNA dos Campos Ferruginosos"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""2017"",""79086"",""2015"",""0"""
"0000.00.0277        ,""PARNA dos Campos Gerais"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2006"",""21299"",""2015"",""0"""
"0000.00.0180        ,""PARNA dos Len‡¢is Maranhenses"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Cerrado"",""PARNA"",""1981"",""156608"",""2015"",""0"""
"0000.00.0183        ,""PARNA Grande SertÆo Veredas"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1989"",""230856"",""2015"",""8654"""
"0000.00.3137        ,""PARNA Guaricana"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2014"",""49300"",""2015"",""0"""
"0000.00.1633        ,""PARNA Mapinguari"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2008"",""1776929"",""2015"",""14039"""
"0000.00.2874        ,""PARNA Marinho das Ilhas dos Currais"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Marinho-Costeiro"",""PARNA"",""2013"",""1360"",""2015"",""0"""
"0000.00.0186        ,""PARNA Marinho de Fernando de Noronha"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""PARNA"",""1988"",""10928"",""2015"",""0"""
"0000.00.0185        ,""PARNA Marinho dos Abrolhos"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""PARNA"",""1983"",""87943"",""2015"",""0"""
"0000.00.0187        ,""PARNA Montanhas do Tumucumaque"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""2002"",""3865172"",""2015"",""0"""
"0000.00.1626        ,""PARNA Nascentes do Lago Jari"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""2008"",""812753"",""2015"",""0"""
"0000.00.0189        ,""PARNA Serra da Mocidade"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1998"",""359944"",""2015"",""0"""
"0000.00.0147        ,""PARNA Serra de Itabaiana"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""PARNA"",""2005"",""7999"",""2015"",""0"""
"0000.00.0218        ,""RDS de ItatupÆ-Baqui "",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RDS"",""2005"",""64442"",""2015"",""0"""
"0000.00.3135        ,""RDS Nascentes Geraizeiras"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Cerrado"",""RDS"",""2014"",""38177"",""2015"",""259"""
"0000.00.0191        ,""REBIO Augusto Ruschi"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""3562"",""2015"",""0"""
"0000.00.2634        ,""REBIO Bom Jesus"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2012"",""34179"",""2015"",""0"""
"0000.00.0192        ,""REBIO da Contagem"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""REBIO"",""2002"",""3426"",""2015"",""0"""
"0000.00.0193        ,""REBIO da Mata Escura"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""REBIO"",""2003"",""50873"",""2015"",""435"""
"0000.00.0276        ,""REBIO das Arauc rias"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2006"",""14930"",""2015"",""0"""
"0000.00.0275        ,""REBIO das Perobas"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2006"",""8716"",""2015"",""0"""
"0000.00.0195        ,""REBIO de Comboios"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""REBIO"",""1984"",""785"",""2015"",""0"""
"0000.00.0197        ,""REBIO de Pedra Talhada"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""REBIO"",""1989"",""4382"",""2015"",""0"""
"0000.00.0215        ,""REBIO de Po‡o das Antas"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""REBIO"",""1974"",""5053"",""2015"",""503"""
"0000.00.0198        ,""REBIO de Saltinho"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""REBIO"",""1983"",""563"",""2015"",""0"""
"0000.00.0199        ,""REBIO de Santa Isabel"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""REBIO"",""1988"",""5547"",""2015"",""0"""
"0000.00.0200        ,""REBIO de Serra Negra"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""REBIO"",""1982"",""625"",""2015"",""0"""
"0000.00.0201        ,""REBIO de Sooretama"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""27859"",""2015"",""0"""
"0000.00.0202        ,""REBIO de Una"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1980"",""18515"",""2015"",""0"""
"0000.00.0194        ,""REBIO do Abufari"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""REBIO"",""1982"",""223867"",""2015"",""0"""
"0000.00.0203        ,""REBIO do Atol das Rocas"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""REBIO"",""1979"",""35187"",""2015"",""0"""
"0000.00.0204        ,""REBIO do C¢rrego do Veado"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""2376"",""2015"",""0"""
"0000.00.0205        ,""REBIO do C¢rrego Grande"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1989"",""1504"",""2015"",""0"""
"0000.00.0206        ,""REBIO do Guapor‚"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""REBIO"",""1982"",""615776"",""2015"",""8122"""
"0000.00.0207        ,""REBIO do Gurupi"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""REBIO"",""1988"",""290254"",""2015"",""21185"""
"0000.00.0208        ,""REBIO do Jaru"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""REBIO"",""1979"",""346864"",""2015"",""0"""
